UniProt_ID,set
P38626,validation
P38634,training
P38682,training
P38689,training
P38698,training
P38701,training
P38705,training
P38710,test
P38711,validation
P38715,training
P38716,training
P38720,training
P38736,training
P38747,test
P38749,training
P38754,training
P38755,training
P38765,training
P38768,training
P38773,training
P38774,training
P38777,training
P38779,training
P38783,training
P38786,training
P38787,training
P38791,training
P38792,training
P38793,training
P38796,training
P38797,training
P38801,training
P38809,training
P38816,training
P38821,training
P38828,training
P38836,training
P38841,training
P38845,training
P38854,training
P38858,training
P38866,training
P38874,training
P38876,training
P38879,training
P38881,training
P38886,training
P38891,test
P38902,training
P38911,training
P38913,training
P38922,training
P38930,training
P38934,training
P38985,training
P38986,test
P38991,training
P38998,training
P38999,training
P39015,training
P39101,training
P39516,training
P39517,training
P39525,training
P39676,training
P39683,training
P39706,training
P39713,training
P39714,training
P39715,training
P39721,training
P39724,training
P39729,training
P39743,training
P39926,training
P39931,training
P39933,training
P39938,training
P39939,training
P39954,training
P39958,training
P39966,test
P39974,test
P39976,training
P39979,training
P39990,training
P40005,test
P40007,validation
P40011,training
P40018,training
P40025,training
P40029,training
P40037,training
P40040,training
P40045,training
P40046,training
P40051,training
P40052,training
P40054,training
P40056,training
P40060,training
P40070,training
P40075,training
P40079,training
P40080,training
P40081,training
P40087,training
P40088,validation
P40089,training
P40093,training
P40106,training
P40154,training
P40159,training
P40160,validation
P40161,test
P40165,training
P40202,training
P40204,training
P40212,validation
P40214,training
P40217,training
P40302,training
P40303,training
P40327,training
P40344,training
P40347,training
P40354,training
P40363,training
P40364,training
P40414,training
P40422,training
P40449,training
P40454,training
P40459,training
P40466,training
P40481,validation
P40486,training
P40495,training
P40506,training
P40509,training
P40510,training
P40515,training
P40518,training
P40529,training
P40531,training
P40545,training
P40553,training
P40561,training
P40564,training
P40579,training
P40580,training
P40581,training
P40582,training
P40693,training
P40893,test
P40956,training
P40961,training
P40986,training
P41277,training
P41318,training
P41338,training
P41734,training
P41805,training
P41807,training
P41896,validation
P41911,training
P41920,training
P41921,training
P41940,training
P42838,test
P42844,training
P42847,validation
P42936,validation
P42938,training
P42940,training
P42941,training
P43123,training
P43321,test
P43567,validation
P43569,training
P43574,training
P43577,training
P43582,training
P43586,training
P43588,training
P43589,training
P43593,training
P43598,training
P43601,training
P43603,training
P43616,test
P43618,training
P43639,training
P45978,training
P46654,training
P46669,training
P46672,test
P46683,training
P46784,training
P46948,training
P46956,validation
P46958,training
P46959,training
P46969,training
P46984,training
P46988,training
P46990,training
P46992,training
P47008,training
P47017,training
P47018,training
P47019,training
P47039,training
P47044,test
P47076,training
P47085,test
P47089,training
P47093,training
P47099,training
P47103,validation
P47117,training
P47119,training
P47120,training
P47122,training
P47125,training
P47129,training
P47137,test
P47143,test
P47148,training
P47150,training
P47160,training
P47165,training
P47173,training
P47176,training
P47771,test
P47977,training
P48015,training
P48164,training
P48240,training
P48360,training
P48362,test
P48363,training
P48510,validation
P48567,test
P48570,training
P48589,training
P49166,training
P49167,training
P49334,validation
P49435,validation
P49626,training
P49723,test
P49775,training
P49954,training
P49960,training
P50086,training
P50107,training
P50263,training
P50264,training
P50277,training
P50278,validation
P50623,training
P50946,training
P51401,validation
P51402,training
P51601,training
P51996,training
P51998,training
P52286,training
P52489,training
P52490,training
P52491,training
P52553,training
P52917,training
P53011,training
P53044,test
P53063,test
P53066,training
P53072,training
P53080,training
P53081,training
P53082,training
P53090,training
P53095,training
P53101,training
P53111,training
P53112,training
P53136,training
P53152,training
P53155,test
P53163,training
P53164,training
P53168,training
P53177,training
P53183,training
P53184,training
P53188,training
P53193,test
P53196,training
P53200,training
P53204,training
P53210,training
P53218,training
P53219,training
P53221,training
P53228,training
P53250,training
P53251,training
P53252,training
P53256,training
P53265,training
P53275,training
P53281,training
P53289,training
P53292,training
P53295,training
P53299,training
P53301,training
P53303,training
P53312,validation
P53314,training
P53315,training
P53319,training
P53330,training
P53332,training
P53334,training
P53549,test
P53551,training
P53598,validation
P53600,training
P53615,training
P53616,training
P53633,test
P53691,training
P53720,training
P53725,training
P53727,test
P53729,validation
P53731,training
P53732,training
P53733,training
P53738,training
P53759,training
P53769,validation
P53830,training
P53834,training
P53839,training
P53853,training
P53854,training
P53859,validation
P53860,validation
P53867,test
P53875,training
P53879,training
P53881,training
P53883,test
P53889,validation
P53890,training
P53898,training
P53900,training
P53904,training
P53905,training
P53909,validation
P53912,training
P53913,training
P53929,training
P53941,training
P53962,training
P53965,training
P53981,training
P54000,training
P54114,training
P54115,training
P54780,training
P54785,training
P54837,training
P54839,validation
P54858,test
P54885,training
P54964,training
P54999,test
P56628,training
P57743,training
P57744,training
P60010,training
P61830,training
P69771,training
P69850,training
P69851,training
P80210,test
P80428,validation
P81449,validation
P87108,training
P87262,test
P89886,training
Q00055,training
Q00618,test
Q00764,training
Q01080,training
Q01519,training
Q01532,test
Q01560,training
Q01662,validation
Q01852,validation
Q01855,training
Q01939,training
Q01976,training
Q02046,training
Q02196,training
Q02204,training
Q02260,training
Q02326,validation
Q02486,training
Q02642,training
Q02733,training
Q02793,training
Q02796,training
Q02884,training
Q02887,training
Q02933,training
Q03012,training
Q03034,test
Q03048,training
Q03063,training
Q03102,training
Q03148,training
Q03161,training
Q03180,validation
Q03201,training
Q03219,training
Q03231,training
Q03233,training
Q03246,training
Q03266,training
Q03290,training
Q03330,training
Q03337,training
Q03430,training
Q03435,test
Q03532,validation
Q03558,training
Q03559,training
Q03629,training
Q03652,validation
Q03677,training
Q03705,training
Q03768,training
Q03774,training
Q03778,test
Q03799,training
Q03835,training
Q03940,training
Q03954,test
Q03973,validation
Q03976,training
Q04031,training
Q04062,training
Q04066,training
Q04067,test
Q04120,training
Q04170,test
Q04178,training
Q04179,training
Q04212,training
Q04225,validation
Q04304,training
Q04307,training
Q04338,training
Q04344,validation
Q04371,validation
Q04372,training
Q04409,training
Q04410,training
Q04430,training
Q04431,training
Q04432,training
Q04477,training
Q04491,training
Q04728,training
Q04773,training
Q04839,test
Q04869,training
Q04894,training
Q04947,validation
Q04951,training
Q05016,training
Q05031,test
Q05123,training
Q05359,training
Q05515,validation
Q05518,training
Q05530,training
Q05533,training
Q05543,training
Q05583,test
Q05584,training
Q05635,test
Q05636,training
Q05775,training
Q05778,training
Q05788,training
Q05881,training
Q05905,training
Q05911,training
Q05926,validation
Q05933,training
Q05937,training
Q05942,training
Q05948,training
Q05979,training
Q06103,validation
Q06151,training
Q06177,training
Q06178,validation
Q06205,training
Q06217,training
Q06252,training
Q06287,training
Q06338,validation
Q06385,training
Q06405,validation
Q06406,training
Q06489,test
Q06494,training
Q06505,training
Q06511,training
Q06523,training
Q06549,training
Q06580,validation
Q06608,training
Q06624,training
Q06678,training
Q06682,test
Q06697,training
Q06709,training
Q06815,training
Q06892,training
Q07362,training
Q07418,validation
Q07478,training
Q07505,training
Q07532,training
Q07540,training
Q07551,training
Q07589,training
Q07623,training
Q07651,test
Q07688,validation
Q07729,test
Q07872,training
Q07914,training
Q07915,training
Q07923,training
Q07938,test
Q07953,training
Q08193,training
Q08199,training
Q08208,training
Q08220,training
Q08230,validation
Q08235,training
Q08285,training
Q08412,training
Q08421,training
Q08422,training
Q08444,test
Q08446,training
Q08492,training
Q08601,training
Q08686,training
Q08687,training
Q08723,training
Q08742,test
Q08745,training
Q08746,training
Q08747,validation
Q08816,test
Q08826,training
Q08920,training
Q08926,validation
Q08954,training
Q08962,training
Q08963,training
Q08969,test
Q08971,training
Q08976,training
Q08985,test
Q12000,training
Q12008,training
Q12009,validation
Q12012,training
Q12017,training
Q12030,training
Q12032,training
Q12040,training
Q12055,training
Q12059,training
Q12063,training
Q12068,training
Q12074,training
Q12084,training
Q12091,training
Q12109,test
Q12118,training
Q12122,training
Q12123,validation
Q12125,training
Q12143,training
Q12153,training
Q12154,training
Q12156,test
Q12159,training
Q12161,validation
Q12163,training
Q12178,training
Q12184,training
Q12186,training
Q12189,training
Q12206,training
Q12213,training
Q12230,training
Q12234,training
Q12241,training
Q12245,training
Q12248,training
Q12250,training
Q12265,training
Q12277,training
Q12283,training
Q12284,training
Q12285,training
Q12287,test
Q12288,training
Q12305,training
Q12306,validation
Q12314,training
Q12320,training
Q12329,training
Q12330,training
Q12335,training
Q12338,test
Q12341,test
Q12354,validation
Q12358,training
Q12359,training
Q12363,training
Q12377,training
Q12400,training
Q12404,training
Q12406,training
Q12416,validation
Q12434,validation
Q12443,training
Q12447,training
Q12449,training
Q12455,test
Q12458,test
Q12460,training
Q12464,training
Q12480,training
Q12486,training
Q12487,training
Q12493,training
Q12499,training
Q12512,training
Q12513,training
Q12518,training
Q12522,training
Q12525,training
Q12672,training
Q12690,training
Q12692,training
Q2V2P7,test
Q3E747,test
Q3E752,training
Q3E754,training
Q3E757,training
Q3E764,training
Q3E792,training
Q3E795,training
Q3E7A4,training
Q3E7A9,training
Q3E7B7,training
Q3E7C1,training
Q3E7X9,training
Q3E7Y3,training
Q3E7Z5,training
Q3E830,training
Q3E833,test
Q3E835,training
Q3E841,training
Q3E846,validation
Q6Q546,test
Q6Q560,training
Q6WNK7,training
Q86ZR7,training
Q92317,training
Q92392,training
Q96VH4,training
Q96VH5,training
Q99210,training
Q99216,training
Q99258,training
Q99278,training
Q99288,training
Q99312,training
Q99316,training
Q99321,training
Q99369,training
O50147,training
O87197,training
O87198,training
P16608,training
P16609,training
P34945,training
P54893,test
P61488,training
P61494,training
P61496,training
P61500,training
P61526,test
P61537,validation
P61661,training
P61747,training
P61781,training
P61941,test
P61989,validation
P62030,training
P62356,training
P62374,training
P62420,training
P62453,training
P62476,training
P62653,training
P62655,training
P62657,training
P62658,training
P62662,training
P62663,test
P62664,training
P62665,training
P62666,validation
P62667,training
P62668,training
P83453,training
P96076,test
P96134,training
Q60050,training
Q72G62,validation
Q72G64,training
Q72G65,test
Q72G66,training
Q72G68,training
Q72G70,training
Q72G71,training
Q72G79,training
Q72G82,training
Q72G84,training
Q72G87,training
Q72G88,training
Q72G93,training
Q72G96,training
Q72G97,test
Q72GA4,training
Q72GA8,training
Q72GB2,training
Q72GB5,training
Q72GB6,training
Q72GB9,test
Q72GC0,training
Q72GC1,training
Q72GC7,training
Q72GC8,training
Q72GC9,training
Q72GD0,test
Q72GD1,validation
Q72GD3,training
Q72GD6,validation
Q72GE0,training
Q72GE1,test
Q72GE4,training
Q72GE6,test
Q72GF4,validation
Q72GF6,training
Q72GF9,training
Q72GG2,training
Q72GG4,training
Q72GG8,training
Q72GH0,training
Q72GH2,training
Q72GH8,training
Q72GI4,training
Q72GI5,validation
Q72GI8,training
Q72GI9,validation
Q72GJ0,training
Q72GJ4,training
Q72GJ7,training
Q72GJ8,training
Q72GK0,training
Q72GK7,training
Q72GL7,training
Q72GM5,training
Q72GM9,validation
Q72GN0,training
Q72GN3,test
Q72GN5,training
Q72GP3,training
Q72GP4,training
Q72GQ3,training
Q72GQ4,training
Q72GQ9,training
Q72GR3,validation
Q72GS0,training
Q72GS1,training
Q72GS9,validation
Q72GT2,training
Q72GT5,training
Q72GT6,training
Q72GT7,training
Q72GU0,validation
Q72GU1,training
Q72GU2,training
Q72GU4,training
Q72GV1,training
Q72GV2,training
Q72GV3,training
Q72GV4,test
Q72GV7,training
Q72GV9,training
Q72GW4,test
Q72GW5,training
Q72GW8,test
Q72GX0,test
Q72GX1,training
Q72GX4,test
Q72GX5,test
Q72GX7,validation
Q72GX8,training
Q72GX9,training
Q72GY1,training
Q72GY3,training
Q72GY6,training
Q72GY8,training
Q72GZ0,training
Q72GZ4,validation
Q72GZ6,training
Q72GZ9,training
Q72H00,training
Q72H04,training
Q72H05,training
Q72H16,training
Q72H17,training
Q72H18,training
Q72H19,training
Q72H23,training
Q72H27,training
Q72H31,training
Q72H32,training
Q72H39,training
Q72H42,training
Q72H45,training
Q72H46,training
Q72H51,training
Q72H54,test
Q72H61,training
Q72H62,training
Q72H70,test
Q72H71,training
Q72H76,training
Q72H85,training
Q72H86,test
Q72H90,training
Q72H91,training
Q72H97,training
Q72H98,training
Q72HA1,training
Q72HA3,training
Q72HA9,test
Q72HB6,training
Q72HB9,training
Q72HC0,test
Q72HC1,training
Q72HC7,validation
Q72HC8,training
Q72HD7,training
Q72HD8,training
Q72HE1,training
Q72HE8,training
Q72HE9,training
Q72HF0,training
Q72HF3,training
Q72HG1,training
Q72HG4,test
Q72HH0,training
Q72HH2,test
Q72HH4,training
Q72HH6,training
Q72HH9,training
Q72HI8,test
Q72HJ4,training
Q72HJ5,training
Q72HJ6,training
Q72HJ8,test
Q72HJ9,test
Q72HK0,training
Q72HK2,training
Q72HK4,training
Q72HK5,training
Q72HL0,training
Q72HL3,training
Q72HL4,training
Q72HL6,training
Q72HL7,training
Q72HL8,training
Q72HL9,training
Q72HM0,test
Q72HM2,training
Q72HM7,training
Q72HM9,training
Q72HN7,test
Q72HN8,validation
Q72HP0,training
Q72HP1,training
Q72HP4,training
Q72HP7,training
Q72HQ7,training
Q72HQ8,training
Q72HQ9,test
Q72HR2,training
Q72HR4,test
Q72HR5,training
Q72HR7,training
Q72HS0,training
Q72HS1,training
Q72HS7,training
Q72HS8,training
Q72HT1,training
Q72HT7,training
Q72HU2,training
Q72HU3,test
Q72HU7,training
Q72HU8,training
Q72HV0,training
Q72HV2,training
Q72HW6,test
Q72HX1,validation
Q72HX9,training
Q72HY6,training
Q72HY9,test
Q72HZ2,training
Q72HZ3,training
Q72HZ7,test
Q72I04,training
Q72I05,training
Q72I06,training
Q72I07,training
Q72I09,training
Q72I11,validation
Q72I12,training
Q72I14,test
Q72I16,training
Q72I19,training
Q72I20,training
Q72I24,validation
Q72I26,training
Q72I37,training
Q72I39,test
Q72I40,training
Q72I41,training
Q72I42,training
Q72I51,training
Q72I53,training
Q72I54,training
Q72I58,training
Q72I62,validation
Q72I66,training
Q72I74,training
Q72I76,training
Q72I83,training
Q72I90,training
Q72I94,test
Q72IA1,training
Q72IA3,training
Q72IA7,training
Q72IA8,training
Q72IA9,training
Q72IB2,training
Q72IB3,training
Q72IB7,training
Q72IB8,training
Q72IC7,training
Q72IC9,training
Q72ID0,training
Q72ID1,training
Q72ID7,test
Q72IE1,training
Q72IE2,training
Q72IE4,training
Q72IE5,training
Q72IF1,training
Q72IF6,training
Q72IG3,validation
Q72IG5,training
Q72IG9,training
Q72IH0,training
Q72IH2,training
Q72IH5,training
Q72IH6,training
Q72IH8,training
Q72IH9,training
Q72II1,training
Q72II3,training
Q72II9,validation
Q72IJ3,validation
Q72IJ4,training
Q72IJ9,test
Q72IL1,training
Q72IL3,training
Q72IM0,training
Q72IN1,validation
Q72IN7,validation
Q72IP2,training
Q72IP3,test
Q72IP5,training
Q72IP9,training
Q72IQ1,training
Q72IQ5,training
Q72IQ9,test
Q72IR0,training
Q72IS1,training
Q72IS8,training
Q72IT6,training
Q72IU9,training
Q72IV2,training
Q72IV3,training
Q72IV4,training
Q72IV5,training
Q72IV6,training
Q72IW1,training
Q72IW2,training
Q72IX5,training
Q72IX8,training
Q72IX9,training
Q72IY0,validation
Q72IY1,training
Q72IY2,training
Q72IY3,training
Q72IY4,training
Q72IY8,training
Q72IY9,training
Q72IZ0,training
Q72IZ3,training
Q72IZ4,training
Q72IZ5,training
Q72IZ8,training
Q72IZ9,training
Q72J00,training
Q72J06,training
Q72J09,training
Q72J11,training
Q72J12,training
Q72J13,training
Q72J16,training
Q72J33,training
Q72J35,training
Q72J36,training
Q72J39,training
Q72J40,training
Q72J43,training
Q72J47,training
Q72J51,training
Q72J55,training
Q72J56,training
Q72J58,training
Q72J63,training
Q72J73,validation
Q72J74,training
Q72J76,training
Q72J82,test
Q72J90,training
Q72J91,validation
Q72JA0,training
Q72JA3,validation
Q72JA4,training
Q72JA9,training
Q72JB2,training
Q72JB3,training
Q72JB4,training
Q72JC5,training
Q72JC7,training
Q72JC8,training
Q72JE0,training
Q72JF0,training
Q72JF4,training
Q72JF7,test
Q72JF8,training
Q72JG1,training
Q72JG2,validation
Q72JG3,training
Q72JH2,training
Q72JH5,training
Q72JH7,training
Q72JI0,training
Q72JI1,training
Q72JJ3,training
Q72JK5,training
Q72JK7,training
Q72JK8,test
Q72JK9,training
Q72JL4,training
Q72JL7,training
Q72JM3,training
Q72JM7,training
Q72JM8,training
Q72JN6,training
Q72JN9,training
Q72JP1,training
Q72JP4,validation
Q72JP5,training
Q72JP7,training
Q72JP8,training
Q72JP9,training
Q72JQ1,training
Q72JQ4,validation
Q72JR1,training
Q72JR3,training
Q72JR8,training
Q72JS0,training
Q72JS1,training
Q72JS5,test
Q72JS7,training
Q72JS9,validation
Q72JT0,training
Q72JT2,training
Q72JT4,test
Q72JT7,training
Q72JT9,training
Q72JU0,test
Q72JU4,test
Q72JU6,training
Q72JU7,validation
Q72JU8,training
Q72JU9,training
Q72JV0,training
Q72JV1,training
Q72JV2,training
Q72JV3,training
Q72JV4,test
Q72JX0,training
Q72JX4,training
Q72JX5,training
Q72JY2,training
Q72JY5,training
Q72JZ8,training
Q72JZ9,training
Q72K01,training
Q72K04,test
Q72K09,training
Q72K10,test
Q72K11,validation
Q72K12,training
Q72K16,training
Q72K18,training
Q72K24,training
Q72K33,training
Q72K49,training
Q72K50,training
Q72K65,training
Q72K70,training
Q72K73,training
Q72K74,test
Q72K76,test
Q72K77,training
Q72K78,training
Q72K85,test
Q72K86,training
Q72K88,training
